2023-03-19 19:48:23,616 ERROR [hystrix-search-1][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=122, companyId=1232141425, companyName=null, name=嵌入式开发, users=大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生, tags=嵌入式开发, mt=1-3, mtName=编程开发, st=1-3-2, stName=Java, grade=204002, teachmode=200002, pic=/mediafiles/2023/03/19/be6f3083b5f88f7f2409f4bc7a8a7e10.jpg, description=很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高, createDate=2023-03-19T15:45:09, status=203002, remark=null, charge=201001, price=80.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:49:22,054 ERROR [hystrix-search-10][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=123, companyId=1232141425, companyName=null, name=最后一门课, users=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, tags=最后一门课, mt=1-6, mtName=云计算/大数据, st=1-6-1, stName=Spark, grade=204003, teachmode=200002, pic=/mediafiles/2023/03/13/fb47ced0a240b25a40f22278b02b1f07.png, description=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, createDate=2023-03-19T19:47:53, status=203002, remark=null, charge=201001, price=1.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:49:32,039 ERROR [hystrix-search-9][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=123, companyId=1232141425, companyName=null, name=最后一门课, users=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, tags=最后一门课, mt=1-6, mtName=云计算/大数据, st=1-6-1, stName=Spark, grade=204003, teachmode=200002, pic=/mediafiles/2023/03/13/fb47ced0a240b25a40f22278b02b1f07.png, description=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, createDate=2023-03-19T19:47:53, status=203002, remark=null, charge=201001, price=1.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:49:32,040 ERROR [hystrix-search-10][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=122, companyId=1232141425, companyName=null, name=嵌入式开发, users=大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生, tags=嵌入式开发, mt=1-3, mtName=编程开发, st=1-3-2, stName=Java, grade=204002, teachmode=200002, pic=/mediafiles/2023/03/19/be6f3083b5f88f7f2409f4bc7a8a7e10.jpg, description=很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高, createDate=2023-03-19T15:45:09, status=203002, remark=null, charge=201001, price=80.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:52:32,039 ERROR [hystrix-search-10][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=122, companyId=1232141425, companyName=null, name=嵌入式开发, users=大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生, tags=嵌入式开发, mt=1-3, mtName=编程开发, st=1-3-2, stName=Java, grade=204002, teachmode=200002, pic=/mediafiles/2023/03/19/be6f3083b5f88f7f2409f4bc7a8a7e10.jpg, description=很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高, createDate=2023-03-19T15:45:09, status=203002, remark=null, charge=201001, price=80.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:52:32,043 ERROR [hystrix-search-9][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=123, companyId=1232141425, companyName=null, name=最后一门课, users=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, tags=最后一门课, mt=1-6, mtName=云计算/大数据, st=1-6-1, stName=Spark, grade=204003, teachmode=200002, pic=/mediafiles/2023/03/13/fb47ced0a240b25a40f22278b02b1f07.png, description=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, createDate=2023-03-19T19:47:53, status=203002, remark=null, charge=201001, price=1.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:52:42,044 ERROR [hystrix-search-9][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=122, companyId=1232141425, companyName=null, name=嵌入式开发, users=大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生, tags=嵌入式开发, mt=1-3, mtName=编程开发, st=1-3-2, stName=Java, grade=204002, teachmode=200002, pic=/mediafiles/2023/03/19/be6f3083b5f88f7f2409f4bc7a8a7e10.jpg, description=很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高, createDate=2023-03-19T15:45:09, status=203002, remark=null, charge=201001, price=80.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:52:42,057 ERROR [hystrix-search-9][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=123, companyId=1232141425, companyName=null, name=最后一门课, users=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, tags=最后一门课, mt=1-6, mtName=云计算/大数据, st=1-6-1, stName=Spark, grade=204003, teachmode=200002, pic=/mediafiles/2023/03/13/fb47ced0a240b25a40f22278b02b1f07.png, description=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, createDate=2023-03-19T19:47:53, status=203002, remark=null, charge=201001, price=1.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:52:52,042 ERROR [hystrix-search-10][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=123, companyId=1232141425, companyName=null, name=最后一门课, users=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, tags=最后一门课, mt=1-6, mtName=云计算/大数据, st=1-6-1, stName=Spark, grade=204003, teachmode=200002, pic=/mediafiles/2023/03/13/fb47ced0a240b25a40f22278b02b1f07.png, description=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, createDate=2023-03-19T19:47:53, status=203002, remark=null, charge=201001, price=1.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:52:52,042 ERROR [hystrix-search-9][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=122, companyId=1232141425, companyName=null, name=嵌入式开发, users=大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生, tags=嵌入式开发, mt=1-3, mtName=编程开发, st=1-3-2, stName=Java, grade=204002, teachmode=200002, pic=/mediafiles/2023/03/19/be6f3083b5f88f7f2409f4bc7a8a7e10.jpg, description=很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高, createDate=2023-03-19T15:45:09, status=203002, remark=null, charge=201001, price=80.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:53:02,044 ERROR [hystrix-search-10][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=122, companyId=1232141425, companyName=null, name=嵌入式开发, users=大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生, tags=嵌入式开发, mt=1-3, mtName=编程开发, st=1-3-2, stName=Java, grade=204002, teachmode=200002, pic=/mediafiles/2023/03/19/be6f3083b5f88f7f2409f4bc7a8a7e10.jpg, description=很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高, createDate=2023-03-19T15:45:09, status=203002, remark=null, charge=201001, price=80.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:53:02,044 ERROR [hystrix-search-9][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=123, companyId=1232141425, companyName=null, name=最后一门课, users=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, tags=最后一门课, mt=1-6, mtName=云计算/大数据, st=1-6-1, stName=Spark, grade=204003, teachmode=200002, pic=/mediafiles/2023/03/13/fb47ced0a240b25a40f22278b02b1f07.png, description=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, createDate=2023-03-19T19:47:53, status=203002, remark=null, charge=201001, price=1.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:53:12,048 ERROR [hystrix-search-10][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=122, companyId=1232141425, companyName=null, name=嵌入式开发, users=大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生, tags=嵌入式开发, mt=1-3, mtName=编程开发, st=1-3-2, stName=Java, grade=204002, teachmode=200002, pic=/mediafiles/2023/03/19/be6f3083b5f88f7f2409f4bc7a8a7e10.jpg, description=很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高, createDate=2023-03-19T15:45:09, status=203002, remark=null, charge=201001, price=80.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:53:12,048 ERROR [hystrix-search-9][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=123, companyId=1232141425, companyName=null, name=最后一门课, users=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, tags=最后一门课, mt=1-6, mtName=云计算/大数据, st=1-6-1, stName=Spark, grade=204003, teachmode=200002, pic=/mediafiles/2023/03/13/fb47ced0a240b25a40f22278b02b1f07.png, description=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, createDate=2023-03-19T19:47:53, status=203002, remark=null, charge=201001, price=1.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:53:22,039 ERROR [hystrix-search-9][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=123, companyId=1232141425, companyName=null, name=最后一门课, users=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, tags=最后一门课, mt=1-6, mtName=云计算/大数据, st=1-6-1, stName=Spark, grade=204003, teachmode=200002, pic=/mediafiles/2023/03/13/fb47ced0a240b25a40f22278b02b1f07.png, description=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, createDate=2023-03-19T19:47:53, status=203002, remark=null, charge=201001, price=1.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:53:22,039 ERROR [hystrix-search-10][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=122, companyId=1232141425, companyName=null, name=嵌入式开发, users=大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生, tags=嵌入式开发, mt=1-3, mtName=编程开发, st=1-3-2, stName=Java, grade=204002, teachmode=200002, pic=/mediafiles/2023/03/19/be6f3083b5f88f7f2409f4bc7a8a7e10.jpg, description=很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高, createDate=2023-03-19T15:45:09, status=203002, remark=null, charge=201001, price=80.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:53:32,033 ERROR [hystrix-search-10][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=122, companyId=1232141425, companyName=null, name=嵌入式开发, users=大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生, tags=嵌入式开发, mt=1-3, mtName=编程开发, st=1-3-2, stName=Java, grade=204002, teachmode=200002, pic=/mediafiles/2023/03/19/be6f3083b5f88f7f2409f4bc7a8a7e10.jpg, description=很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高, createDate=2023-03-19T15:45:09, status=203002, remark=null, charge=201001, price=80.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:53:32,034 ERROR [hystrix-search-9][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=123, companyId=1232141425, companyName=null, name=最后一门课, users=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, tags=最后一门课, mt=1-6, mtName=云计算/大数据, st=1-6-1, stName=Spark, grade=204003, teachmode=200002, pic=/mediafiles/2023/03/13/fb47ced0a240b25a40f22278b02b1f07.png, description=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, createDate=2023-03-19T19:47:53, status=203002, remark=null, charge=201001, price=1.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:53:42,046 ERROR [hystrix-search-9][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=122, companyId=1232141425, companyName=null, name=嵌入式开发, users=大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生, tags=嵌入式开发, mt=1-3, mtName=编程开发, st=1-3-2, stName=Java, grade=204002, teachmode=200002, pic=/mediafiles/2023/03/19/be6f3083b5f88f7f2409f4bc7a8a7e10.jpg, description=很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高, createDate=2023-03-19T15:45:09, status=203002, remark=null, charge=201001, price=80.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:53:42,047 ERROR [hystrix-search-10][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=123, companyId=1232141425, companyName=null, name=最后一门课, users=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, tags=最后一门课, mt=1-6, mtName=云计算/大数据, st=1-6-1, stName=Spark, grade=204003, teachmode=200002, pic=/mediafiles/2023/03/13/fb47ced0a240b25a40f22278b02b1f07.png, description=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, createDate=2023-03-19T19:47:53, status=203002, remark=null, charge=201001, price=1.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:53:52,030 ERROR [hystrix-search-10][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=122, companyId=1232141425, companyName=null, name=嵌入式开发, users=大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生, tags=嵌入式开发, mt=1-3, mtName=编程开发, st=1-3-2, stName=Java, grade=204002, teachmode=200002, pic=/mediafiles/2023/03/19/be6f3083b5f88f7f2409f4bc7a8a7e10.jpg, description=很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高, createDate=2023-03-19T15:45:09, status=203002, remark=null, charge=201001, price=80.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:53:52,033 ERROR [hystrix-search-9][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=123, companyId=1232141425, companyName=null, name=最后一门课, users=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, tags=最后一门课, mt=1-6, mtName=云计算/大数据, st=1-6-1, stName=Spark, grade=204003, teachmode=200002, pic=/mediafiles/2023/03/13/fb47ced0a240b25a40f22278b02b1f07.png, description=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, createDate=2023-03-19T19:47:53, status=203002, remark=null, charge=201001, price=1.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:54:02,041 ERROR [hystrix-search-9][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=123, companyId=1232141425, companyName=null, name=最后一门课, users=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, tags=最后一门课, mt=1-6, mtName=云计算/大数据, st=1-6-1, stName=Spark, grade=204003, teachmode=200002, pic=/mediafiles/2023/03/13/fb47ced0a240b25a40f22278b02b1f07.png, description=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, createDate=2023-03-19T19:47:53, status=203002, remark=null, charge=201001, price=1.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:54:02,041 ERROR [hystrix-search-10][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=122, companyId=1232141425, companyName=null, name=嵌入式开发, users=大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生, tags=嵌入式开发, mt=1-3, mtName=编程开发, st=1-3-2, stName=Java, grade=204002, teachmode=200002, pic=/mediafiles/2023/03/19/be6f3083b5f88f7f2409f4bc7a8a7e10.jpg, description=很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高, createDate=2023-03-19T15:45:09, status=203002, remark=null, charge=201001, price=80.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:54:12,043 ERROR [hystrix-search-9][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=123, companyId=1232141425, companyName=null, name=最后一门课, users=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, tags=最后一门课, mt=1-6, mtName=云计算/大数据, st=1-6-1, stName=Spark, grade=204003, teachmode=200002, pic=/mediafiles/2023/03/13/fb47ced0a240b25a40f22278b02b1f07.png, description=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, createDate=2023-03-19T19:47:53, status=203002, remark=null, charge=201001, price=1.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:54:12,051 ERROR [hystrix-search-9][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=122, companyId=1232141425, companyName=null, name=嵌入式开发, users=大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生, tags=嵌入式开发, mt=1-3, mtName=编程开发, st=1-3-2, stName=Java, grade=204002, teachmode=200002, pic=/mediafiles/2023/03/19/be6f3083b5f88f7f2409f4bc7a8a7e10.jpg, description=很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高, createDate=2023-03-19T15:45:09, status=203002, remark=null, charge=201001, price=80.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:54:22,043 ERROR [hystrix-search-9][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=122, companyId=1232141425, companyName=null, name=嵌入式开发, users=大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生大学生, tags=嵌入式开发, mt=1-3, mtName=编程开发, st=1-3-2, stName=Java, grade=204002, teachmode=200002, pic=/mediafiles/2023/03/19/be6f3083b5f88f7f2409f4bc7a8a7e10.jpg, description=很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高很高等级很高, createDate=2023-03-19T15:45:09, status=203002, remark=null, charge=201001, price=80.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:54:22,043 ERROR [hystrix-search-10][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=123, companyId=1232141425, companyName=null, name=最后一门课, users=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, tags=最后一门课, mt=1-6, mtName=云计算/大数据, st=1-6-1, stName=Spark, grade=204003, teachmode=200002, pic=/mediafiles/2023/03/13/fb47ced0a240b25a40f22278b02b1f07.png, description=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, createDate=2023-03-19T19:47:53, status=203002, remark=null, charge=201001, price=1.0, originalPrice=100.0, validDays=365)，熔断异常
2023-03-19 19:54:32,030 ERROR [hystrix-search-9][SearchServiceClientFallbackFactory.java:17] - 添加课程索引发生熔断，索引信息：CourseIndex(id=123, companyId=1232141425, companyName=null, name=最后一门课, users=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, tags=最后一门课, mt=1-6, mtName=云计算/大数据, st=1-6-1, stName=Spark, grade=204003, teachmode=200002, pic=/mediafiles/2023/03/13/fb47ced0a240b25a40f22278b02b1f07.png, description=最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课最后一门课, createDate=2023-03-19T19:47:53, status=203002, remark=null, charge=201001, price=1.0, originalPrice=100.0, validDays=365)，熔断异常
